05-Feb-26 14:00:23 - Created loss log file ./logs/loss_log_20260205140023_.npy.npz
05-Feb-26 14:00:33 - Estimated training samples: 26786650
05-Feb-26 14:00:33 - Total training steps per epoch (estimated): 83708
05-Feb-26 14:00:34 - Loading weights from: weights/model_weights20260204165247.pth
05-Feb-26 14:00:34 - Weights loaded successfully. Resuming training.
05-Feb-26 14:00:34 - Running without torch.compile (more stable for training).
05-Feb-26 14:00:34 - Training model...
05-Feb-26 14:00:40 - Features shape: torch.Size([320, 4])
05-Feb-26 14:00:40 - Elevation shape: torch.Size([320, 750])
05-Feb-26 14:00:40 - Targets shape: torch.Size([320])
05-Feb-26 14:00:40 - Mask shape: torch.Size([320, 750])
05-Feb-26 14:00:40 - Preds shape: torch.Size([320])
05-Feb-26 14:00:42 - [Epoch=1 | Step=10/83708 | Samples=3200] loss=4.5720
05-Feb-26 15:55:13 - [Epoch=1 | Step=11960/83708 | Samples=3827200] loss=5.4495
05-Feb-26 15:55:13 - ---------Epoch 01 | Training samples: 3827200 | Average Loss: 3.8281
05-Feb-26 15:55:15 - [Epoch=1 | Step=11970/83708 | Samples=3830400] loss=0.9285
05-Feb-26 15:55:15 - ---------Epoch 01 | Training samples: 3830400 | Average Loss: 3.8267
05-Feb-26 15:55:17 - [Epoch=1 | Step=11980/83708 | Samples=3833600] loss=5.3357
05-Feb-26 15:55:17 - ---------Epoch 01 | Training samples: 3833600 | Average Loss: 3.8257
05-Feb-26 15:55:19 - [Epoch=1 | Step=11990/83708 | Samples=3836800] loss=0.8268
05-Feb-26 15:55:19 - ---------Epoch 01 | Training samples: 3836800 | Average Loss: 3.8246
05-Feb-26 15:55:21 - [Epoch=1 | Step=12000/83708 | Samples=3840000] loss=5.4801
05-Feb-26 15:55:21 - ---------Epoch 01 | Training samples: 3840000 | Average Loss: 3.8239
05-Feb-26 15:58:14 - ---------Validation | Average Validation: 4.9934
05-Feb-26 15:58:14 - ---------Validation | Overestimation (>3dB): 329
05-Feb-26 15:58:14 - ---------Validation | Underestimation (<-3dB): 370
05-Feb-26 15:58:16 - [Epoch=1 | Step=12010/83708 | Samples=3843200] loss=0.6366
05-Feb-26 15:58:16 - ---------Epoch 01 | Training samples: 3843200 | Average Loss: 3.8226
05-Feb-26 15:58:18 - [Epoch=1 | Step=12020/83708 | Samples=3846400] loss=4.2935
05-Feb-26 15:58:18 - ---------Epoch 01 | Training samples: 3846400 | Average Loss: 3.8214
05-Feb-26 15:58:21 - [Epoch=1 | Step=12030/83708 | Samples=3849600] loss=1.2447
05-Feb-26 15:58:21 - ---------Epoch 01 | Training samples: 3849600 | Average Loss: 3.8200
05-Feb-26 15:58:23 - [Epoch=1 | Step=12040/83708 | Samples=3852800] loss=5.4201
05-Feb-26 15:58:23 - ---------Epoch 01 | Training samples: 3852800 | Average Loss: 3.8191
05-Feb-26 15:58:25 - [Epoch=1 | Step=12050/83708 | Samples=3856000] loss=0.8742
05-Feb-26 15:58:25 - ---------Epoch 01 | Training samples: 3856000 | Average Loss: 3.8176
05-Feb-26 15:58:27 - [Epoch=1 | Step=12060/83708 | Samples=3859200] loss=4.2305
05-Feb-26 15:58:27 - ---------Epoch 01 | Training samples: 3859200 | Average Loss: 3.8166
05-Feb-26 15:58:29 - [Epoch=1 | Step=12070/83708 | Samples=3862400] loss=1.2092
05-Feb-26 15:58:29 - ---------Epoch 01 | Training samples: 3862400 | Average Loss: 3.8153
05-Feb-26 15:58:31 - [Epoch=1 | Step=12080/83708 | Samples=3865600] loss=4.0856
05-Feb-26 15:58:31 - ---------Epoch 01 | Training samples: 3865600 | Average Loss: 3.8143
05-Feb-26 15:58:33 - [Epoch=1 | Step=12090/83708 | Samples=3868800] loss=0.7506
05-Feb-26 15:58:33 - ---------Epoch 01 | Training samples: 3868800 | Average Loss: 3.8130
05-Feb-26 15:58:35 - [Epoch=1 | Step=12100/83708 | Samples=3872000] loss=4.1266
05-Feb-26 15:58:35 - ---------Epoch 01 | Training samples: 3872000 | Average Loss: 3.8119
05-Feb-26 15:58:38 - [Epoch=1 | Step=12110/83708 | Samples=3875200] loss=1.0784
05-Feb-26 15:58:38 - ---------Epoch 01 | Training samples: 3875200 | Average Loss: 3.8105
05-Feb-26 15:58:40 - [Epoch=1 | Step=12120/83708 | Samples=3878400] loss=3.7427
05-Feb-26 15:58:40 - ---------Epoch 01 | Training samples: 3878400 | Average Loss: 3.8096
05-Feb-26 15:58:42 - [Epoch=1 | Step=12130/83708 | Samples=3881600] loss=1.0396
05-Feb-26 15:58:43 - ---------Epoch 01 | Training samples: 3881600 | Average Loss: 3.8085
05-Feb-26 15:58:45 - [Epoch=1 | Step=12140/83708 | Samples=3884800] loss=3.8124
05-Feb-26 15:58:45 - ---------Epoch 01 | Training samples: 3884800 | Average Loss: 3.8075
05-Feb-26 15:58:47 - [Epoch=1 | Step=12150/83708 | Samples=3888000] loss=1.6874
05-Feb-26 15:58:47 - ---------Epoch 01 | Training samples: 3888000 | Average Loss: 3.8066
05-Feb-26 15:58:50 - [Epoch=1 | Step=12160/83708 | Samples=3891200] loss=4.7207
05-Feb-26 15:58:50 - ---------Epoch 01 | Training samples: 3891200 | Average Loss: 3.8059
05-Feb-26 15:58:52 - [Epoch=1 | Step=12170/83708 | Samples=3894400] loss=2.9295
05-Feb-26 15:58:52 - ---------Epoch 01 | Training samples: 3894400 | Average Loss: 3.8056
05-Feb-26 15:58:54 - [Epoch=1 | Step=12180/83708 | Samples=3897600] loss=5.1597
05-Feb-26 15:58:54 - ---------Epoch 01 | Training samples: 3897600 | Average Loss: 3.8056
05-Feb-26 15:58:57 - [Epoch=1 | Step=12190/83708 | Samples=3900800] loss=2.9405
05-Feb-26 15:58:57 - ---------Epoch 01 | Training samples: 3900800 | Average Loss: 3.8051
05-Feb-26 15:59:00 - [Epoch=1 | Step=12200/83708 | Samples=3904000] loss=3.5290
05-Feb-26 15:59:00 - ---------Epoch 01 | Training samples: 3904000 | Average Loss: 3.8048
05-Feb-26 15:59:02 - [Epoch=1 | Step=12210/83708 | Samples=3907200] loss=3.4120
05-Feb-26 15:59:02 - ---------Epoch 01 | Training samples: 3907200 | Average Loss: 3.8043
05-Feb-26 15:59:04 - [Epoch=1 | Step=12220/83708 | Samples=3910400] loss=4.9030
05-Feb-26 15:59:04 - ---------Epoch 01 | Training samples: 3910400 | Average Loss: 3.8038
05-Feb-26 15:59:07 - [Epoch=1 | Step=12230/83708 | Samples=3913600] loss=2.2347
05-Feb-26 15:59:07 - ---------Epoch 01 | Training samples: 3913600 | Average Loss: 3.8032
05-Feb-26 15:59:09 - [Epoch=1 | Step=12240/83708 | Samples=3916800] loss=4.1345
05-Feb-26 15:59:09 - ---------Epoch 01 | Training samples: 3916800 | Average Loss: 3.8027
05-Feb-26 15:59:11 - [Epoch=1 | Step=12250/83708 | Samples=3920000] loss=2.0670
05-Feb-26 15:59:11 - ---------Epoch 01 | Training samples: 3920000 | Average Loss: 3.8019
05-Feb-26 15:59:13 - [Epoch=1 | Step=12260/83708 | Samples=3923200] loss=4.5452
05-Feb-26 15:59:13 - ---------Epoch 01 | Training samples: 3923200 | Average Loss: 3.8012
05-Feb-26 15:59:15 - [Epoch=1 | Step=12270/83708 | Samples=3926400] loss=2.2406
05-Feb-26 15:59:15 - ---------Epoch 01 | Training samples: 3926400 | Average Loss: 3.8003
05-Feb-26 15:59:18 - [Epoch=1 | Step=12280/83708 | Samples=3929600] loss=4.2646
05-Feb-26 15:59:18 - ---------Epoch 01 | Training samples: 3929600 | Average Loss: 3.7995
05-Feb-26 15:59:20 - [Epoch=1 | Step=12290/83708 | Samples=3932800] loss=3.2221
05-Feb-26 15:59:20 - ---------Epoch 01 | Training samples: 3932800 | Average Loss: 3.7986
05-Feb-26 15:59:22 - [Epoch=1 | Step=12300/83708 | Samples=3936000] loss=5.7705
05-Feb-26 15:59:22 - ---------Epoch 01 | Training samples: 3936000 | Average Loss: 3.7981
05-Feb-26 15:59:24 - [Epoch=1 | Step=12310/83708 | Samples=3939200] loss=2.3702
05-Feb-26 15:59:24 - ---------Epoch 01 | Training samples: 3939200 | Average Loss: 3.7974
05-Feb-26 15:59:27 - [Epoch=1 | Step=12320/83708 | Samples=3942400] loss=6.3303
05-Feb-26 15:59:27 - ---------Epoch 01 | Training samples: 3942400 | Average Loss: 3.7971
05-Feb-26 15:59:29 - [Epoch=1 | Step=12330/83708 | Samples=3945600] loss=1.8173
05-Feb-26 15:59:29 - ---------Epoch 01 | Training samples: 3945600 | Average Loss: 3.7964
05-Feb-26 15:59:31 - [Epoch=1 | Step=12340/83708 | Samples=3948800] loss=6.0124
05-Feb-26 15:59:31 - ---------Epoch 01 | Training samples: 3948800 | Average Loss: 3.7961
05-Feb-26 15:59:33 - [Epoch=1 | Step=12350/83708 | Samples=3952000] loss=1.2044
05-Feb-26 15:59:33 - ---------Epoch 01 | Training samples: 3952000 | Average Loss: 3.7952
05-Feb-26 15:59:36 - [Epoch=1 | Step=12360/83708 | Samples=3955200] loss=5.5498
05-Feb-26 15:59:36 - ---------Epoch 01 | Training samples: 3955200 | Average Loss: 3.7950
05-Feb-26 15:59:38 - [Epoch=1 | Step=12370/83708 | Samples=3958400] loss=1.3740
05-Feb-26 15:59:38 - ---------Epoch 01 | Training samples: 3958400 | Average Loss: 3.7942
05-Feb-26 15:59:40 - [Epoch=1 | Step=12380/83708 | Samples=3961600] loss=4.5464
05-Feb-26 15:59:40 - ---------Epoch 01 | Training samples: 3961600 | Average Loss: 3.7938
05-Feb-26 15:59:42 - [Epoch=1 | Step=12390/83708 | Samples=3964800] loss=1.3162
05-Feb-26 15:59:42 - ---------Epoch 01 | Training samples: 3964800 | Average Loss: 3.7928
05-Feb-26 15:59:45 - [Epoch=1 | Step=12400/83708 | Samples=3968000] loss=4.9916
05-Feb-26 15:59:45 - ---------Epoch 01 | Training samples: 3968000 | Average Loss: 3.7923
05-Feb-26 15:59:48 - [Epoch=1 | Step=12410/83708 | Samples=3971200] loss=0.7228
05-Feb-26 15:59:48 - ---------Epoch 01 | Training samples: 3971200 | Average Loss: 3.7913
05-Feb-26 15:59:50 - [Epoch=1 | Step=12420/83708 | Samples=3974400] loss=5.2604
05-Feb-26 15:59:50 - ---------Epoch 01 | Training samples: 3974400 | Average Loss: 3.7907
05-Feb-26 15:59:52 - [Epoch=1 | Step=12430/83708 | Samples=3977600] loss=0.9475
05-Feb-26 15:59:52 - ---------Epoch 01 | Training samples: 3977600 | Average Loss: 3.7898
05-Feb-26 15:59:54 - [Epoch=1 | Step=12440/83708 | Samples=3980800] loss=4.2954
05-Feb-26 15:59:54 - ---------Epoch 01 | Training samples: 3980800 | Average Loss: 3.7895
05-Feb-26 15:59:57 - [Epoch=1 | Step=12450/83708 | Samples=3984000] loss=1.0644
05-Feb-26 15:59:57 - ---------Epoch 01 | Training samples: 3984000 | Average Loss: 3.7891
05-Feb-26 15:59:59 - [Epoch=1 | Step=12460/83708 | Samples=3987200] loss=4.8498
05-Feb-26 15:59:59 - ---------Epoch 01 | Training samples: 3987200 | Average Loss: 3.7887
05-Feb-26 16:00:01 - [Epoch=1 | Step=12470/83708 | Samples=3990400] loss=1.6961
05-Feb-26 16:00:01 - ---------Epoch 01 | Training samples: 3990400 | Average Loss: 3.7881
05-Feb-26 16:00:04 - [Epoch=1 | Step=12480/83708 | Samples=3993600] loss=4.5215
05-Feb-26 16:00:04 - ---------Epoch 01 | Training samples: 3993600 | Average Loss: 3.7879
05-Feb-26 16:00:06 - [Epoch=1 | Step=12490/83708 | Samples=3996800] loss=1.0651
05-Feb-26 16:00:06 - ---------Epoch 01 | Training samples: 3996800 | Average Loss: 3.7874
05-Feb-26 16:00:08 - [Epoch=1 | Step=12500/83708 | Samples=4000000] loss=4.8663
05-Feb-26 16:00:08 - ---------Epoch 01 | Training samples: 4000000 | Average Loss: 3.7872
05-Feb-26 16:03:00 - ---------Validation | Average Validation: 5.2889
05-Feb-26 16:03:00 - ---------Validation | Overestimation (>3dB): 348
05-Feb-26 16:03:00 - ---------Validation | Underestimation (<-3dB): 388
05-Feb-26 16:03:02 - [Epoch=1 | Step=12510/83708 | Samples=4003200] loss=1.2169
05-Feb-26 16:03:02 - ---------Epoch 01 | Training samples: 4003200 | Average Loss: 3.7866
05-Feb-26 16:03:04 - [Epoch=1 | Step=12520/83708 | Samples=4006400] loss=3.8441
05-Feb-26 16:03:04 - ---------Epoch 01 | Training samples: 4006400 | Average Loss: 3.7864
05-Feb-26 16:03:07 - [Epoch=1 | Step=12530/83708 | Samples=4009600] loss=1.1564
05-Feb-26 16:03:07 - ---------Epoch 01 | Training samples: 4009600 | Average Loss: 3.7859
05-Feb-26 16:03:09 - [Epoch=1 | Step=12540/83708 | Samples=4012800] loss=4.7778
05-Feb-26 16:03:09 - ---------Epoch 01 | Training samples: 4012800 | Average Loss: 3.7859
05-Feb-26 16:03:11 - [Epoch=1 | Step=12550/83708 | Samples=4016000] loss=0.5396
05-Feb-26 16:03:12 - ---------Epoch 01 | Training samples: 4016000 | Average Loss: 3.7850
05-Feb-26 16:03:14 - [Epoch=1 | Step=12560/83708 | Samples=4019200] loss=5.2700
05-Feb-26 16:03:14 - ---------Epoch 01 | Training samples: 4019200 | Average Loss: 3.7849
05-Feb-26 16:03:17 - [Epoch=1 | Step=12570/83708 | Samples=4022400] loss=1.2026
05-Feb-26 16:03:17 - ---------Epoch 01 | Training samples: 4022400 | Average Loss: 3.7842
05-Feb-26 16:03:19 - [Epoch=1 | Step=12580/83708 | Samples=4025600] loss=5.3699
05-Feb-26 16:03:19 - ---------Epoch 01 | Training samples: 4025600 | Average Loss: 3.7838
05-Feb-26 16:03:21 - [Epoch=1 | Step=12590/83708 | Samples=4028800] loss=0.9029
05-Feb-26 16:03:21 - ---------Epoch 01 | Training samples: 4028800 | Average Loss: 3.7829
05-Feb-26 16:03:23 - [Epoch=1 | Step=12600/83708 | Samples=4032000] loss=5.3433
05-Feb-26 16:03:23 - ---------Epoch 01 | Training samples: 4032000 | Average Loss: 3.7825
05-Feb-26 16:03:25 - [Epoch=1 | Step=12610/83708 | Samples=4035200] loss=1.0068
05-Feb-26 16:03:25 - ---------Epoch 01 | Training samples: 4035200 | Average Loss: 3.7817
05-Feb-26 16:03:27 - [Epoch=1 | Step=12620/83708 | Samples=4038400] loss=3.9786
05-Feb-26 16:03:27 - ---------Epoch 01 | Training samples: 4038400 | Average Loss: 3.7811
05-Feb-26 16:03:29 - [Epoch=1 | Step=12630/83708 | Samples=4041600] loss=1.7333
05-Feb-26 16:03:29 - ---------Epoch 01 | Training samples: 4041600 | Average Loss: 3.7801
05-Feb-26 16:03:31 - [Epoch=1 | Step=12640/83708 | Samples=4044800] loss=4.9123
05-Feb-26 16:03:31 - ---------Epoch 01 | Training samples: 4044800 | Average Loss: 3.7795
05-Feb-26 16:03:34 - [Epoch=1 | Step=12650/83708 | Samples=4048000] loss=1.4819
05-Feb-26 16:03:34 - ---------Epoch 01 | Training samples: 4048000 | Average Loss: 3.7786
05-Feb-26 16:03:36 - [Epoch=1 | Step=12660/83708 | Samples=4051200] loss=5.2130
05-Feb-26 16:03:36 - ---------Epoch 01 | Training samples: 4051200 | Average Loss: 3.7783
05-Feb-26 16:03:38 - [Epoch=1 | Step=12670/83708 | Samples=4054400] loss=1.6405
05-Feb-26 16:03:38 - ---------Epoch 01 | Training samples: 4054400 | Average Loss: 3.7779
05-Feb-26 16:03:40 - [Epoch=1 | Step=12680/83708 | Samples=4057600] loss=4.9853
05-Feb-26 16:03:41 - ---------Epoch 01 | Training samples: 4057600 | Average Loss: 3.7777
05-Feb-26 16:03:44 - [Epoch=1 | Step=12690/83708 | Samples=4060800] loss=1.6746
05-Feb-26 16:03:44 - ---------Epoch 01 | Training samples: 4060800 | Average Loss: 3.7772
05-Feb-26 16:03:46 - [Epoch=1 | Step=12700/83708 | Samples=4064000] loss=5.7652
05-Feb-26 16:03:46 - ---------Epoch 01 | Training samples: 4064000 | Average Loss: 3.7772
05-Feb-26 16:03:48 - [Epoch=1 | Step=12710/83708 | Samples=4067200] loss=1.4369
05-Feb-26 16:03:48 - ---------Epoch 01 | Training samples: 4067200 | Average Loss: 3.7771
05-Feb-26 16:03:50 - [Epoch=1 | Step=12720/83708 | Samples=4070400] loss=4.2730
05-Feb-26 16:03:50 - ---------Epoch 01 | Training samples: 4070400 | Average Loss: 3.7771
05-Feb-26 16:03:52 - [Epoch=1 | Step=12730/83708 | Samples=4073600] loss=1.4709
05-Feb-26 16:03:52 - ---------Epoch 01 | Training samples: 4073600 | Average Loss: 3.7769
05-Feb-26 16:03:54 - [Epoch=1 | Step=12740/83708 | Samples=4076800] loss=4.7535
05-Feb-26 16:03:54 - ---------Epoch 01 | Training samples: 4076800 | Average Loss: 3.7771
05-Feb-26 16:03:56 - [Epoch=1 | Step=12750/83708 | Samples=4080000] loss=1.9743
05-Feb-26 16:03:56 - ---------Epoch 01 | Training samples: 4080000 | Average Loss: 3.7771
05-Feb-26 16:03:58 - [Epoch=1 | Step=12760/83708 | Samples=4083200] loss=5.8049
05-Feb-26 16:03:59 - ---------Epoch 01 | Training samples: 4083200 | Average Loss: 3.7774
05-Feb-26 16:04:02 - [Epoch=1 | Step=12770/83708 | Samples=4086400] loss=1.2981
05-Feb-26 16:04:02 - ---------Epoch 01 | Training samples: 4086400 | Average Loss: 3.7773
05-Feb-26 16:04:04 - [Epoch=1 | Step=12780/83708 | Samples=4089600] loss=4.4883
05-Feb-26 16:04:04 - ---------Epoch 01 | Training samples: 4089600 | Average Loss: 3.7773
05-Feb-26 16:04:06 - [Epoch=1 | Step=12790/83708 | Samples=4092800] loss=1.4055
05-Feb-26 16:04:06 - ---------Epoch 01 | Training samples: 4092800 | Average Loss: 3.7770
05-Feb-26 16:04:08 - [Epoch=1 | Step=12800/83708 | Samples=4096000] loss=5.5975
05-Feb-26 16:04:08 - ---------Epoch 01 | Training samples: 4096000 | Average Loss: 3.7773
05-Feb-26 16:04:11 - [Epoch=1 | Step=12810/83708 | Samples=4099200] loss=1.2381
05-Feb-26 16:04:11 - ---------Epoch 01 | Training samples: 4099200 | Average Loss: 3.7770
05-Feb-26 16:04:13 - [Epoch=1 | Step=12820/83708 | Samples=4102400] loss=5.0406
05-Feb-26 16:04:13 - ---------Epoch 01 | Training samples: 4102400 | Average Loss: 3.7769
05-Feb-26 16:04:15 - [Epoch=1 | Step=12830/83708 | Samples=4105600] loss=1.5279
05-Feb-26 16:04:15 - ---------Epoch 01 | Training samples: 4105600 | Average Loss: 3.7764
05-Feb-26 16:04:17 - [Epoch=1 | Step=12840/83708 | Samples=4108800] loss=4.1048
05-Feb-26 16:04:17 - ---------Epoch 01 | Training samples: 4108800 | Average Loss: 3.7762
05-Feb-26 16:04:19 - [Epoch=1 | Step=12850/83708 | Samples=4112000] loss=2.3489
05-Feb-26 16:04:19 - ---------Epoch 01 | Training samples: 4112000 | Average Loss: 3.7756
05-Feb-26 16:04:21 - [Epoch=1 | Step=12860/83708 | Samples=4115200] loss=4.2820
05-Feb-26 16:04:21 - ---------Epoch 01 | Training samples: 4115200 | Average Loss: 3.7751
05-Feb-26 16:04:24 - [Epoch=1 | Step=12870/83708 | Samples=4118400] loss=1.5626
05-Feb-26 16:04:24 - ---------Epoch 01 | Training samples: 4118400 | Average Loss: 3.7743
05-Feb-26 16:04:26 - [Epoch=1 | Step=12880/83708 | Samples=4121600] loss=4.3924
05-Feb-26 16:04:26 - ---------Epoch 01 | Training samples: 4121600 | Average Loss: 3.7738
05-Feb-26 16:04:29 - [Epoch=1 | Step=12890/83708 | Samples=4124800] loss=2.0716
05-Feb-26 16:04:29 - ---------Epoch 01 | Training samples: 4124800 | Average Loss: 3.7733
05-Feb-26 16:04:31 - [Epoch=1 | Step=12900/83708 | Samples=4128000] loss=2.7661
05-Feb-26 16:04:31 - ---------Epoch 01 | Training samples: 4128000 | Average Loss: 3.7727
05-Feb-26 16:04:34 - [Epoch=1 | Step=12910/83708 | Samples=4131200] loss=2.5847
05-Feb-26 16:04:34 - ---------Epoch 01 | Training samples: 4131200 | Average Loss: 3.7721
05-Feb-26 16:04:36 - [Epoch=1 | Step=12920/83708 | Samples=4134400] loss=6.2249
05-Feb-26 16:04:36 - ---------Epoch 01 | Training samples: 4134400 | Average Loss: 3.7722
05-Feb-26 16:04:38 - [Epoch=1 | Step=12930/83708 | Samples=4137600] loss=1.9547
05-Feb-26 16:04:38 - ---------Epoch 01 | Training samples: 4137600 | Average Loss: 3.7721
05-Feb-26 16:04:41 - [Epoch=1 | Step=12940/83708 | Samples=4140800] loss=5.8102
05-Feb-26 16:04:41 - ---------Epoch 01 | Training samples: 4140800 | Average Loss: 3.7720
05-Feb-26 16:04:43 - [Epoch=1 | Step=12950/83708 | Samples=4144000] loss=1.0382
05-Feb-26 16:04:43 - ---------Epoch 01 | Training samples: 4144000 | Average Loss: 3.7714
05-Feb-26 16:04:46 - [Epoch=1 | Step=12960/83708 | Samples=4147200] loss=5.4188
05-Feb-26 16:04:46 - ---------Epoch 01 | Training samples: 4147200 | Average Loss: 3.7713
05-Feb-26 16:04:48 - [Epoch=1 | Step=12970/83708 | Samples=4150400] loss=1.3057
05-Feb-26 16:04:48 - ---------Epoch 01 | Training samples: 4150400 | Average Loss: 3.7706
05-Feb-26 16:04:50 - [Epoch=1 | Step=12980/83708 | Samples=4153600] loss=6.7956
05-Feb-26 16:04:50 - ---------Epoch 01 | Training samples: 4153600 | Average Loss: 3.7702
05-Feb-26 16:04:52 - [Epoch=1 | Step=12990/83708 | Samples=4156800] loss=1.7692
05-Feb-26 16:04:52 - ---------Epoch 01 | Training samples: 4156800 | Average Loss: 3.7693
05-Feb-26 16:04:54 - [Epoch=1 | Step=13000/83708 | Samples=4160000] loss=4.5564
05-Feb-26 16:04:54 - ---------Epoch 01 | Training samples: 4160000 | Average Loss: 3.7687
05-Feb-26 16:07:47 - ---------Validation | Average Validation: 5.0026
05-Feb-26 16:07:47 - ---------Validation | Overestimation (>3dB): 381
05-Feb-26 16:07:47 - ---------Validation | Underestimation (<-3dB): 336
05-Feb-26 16:07:49 - [Epoch=1 | Step=13010/83708 | Samples=4163200] loss=1.1307
05-Feb-26 16:07:49 - ---------Epoch 01 | Training samples: 4163200 | Average Loss: 3.7676
05-Feb-26 16:07:52 - [Epoch=1 | Step=13020/83708 | Samples=4166400] loss=4.1551
05-Feb-26 16:07:52 - ---------Epoch 01 | Training samples: 4166400 | Average Loss: 3.7665
05-Feb-26 16:07:54 - [Epoch=1 | Step=13030/83708 | Samples=4169600] loss=1.1259
05-Feb-26 16:07:54 - ---------Epoch 01 | Training samples: 4169600 | Average Loss: 3.7655
05-Feb-26 16:07:56 - [Epoch=1 | Step=13040/83708 | Samples=4172800] loss=6.3815
05-Feb-26 16:07:56 - ---------Epoch 01 | Training samples: 4172800 | Average Loss: 3.7650
05-Feb-26 16:07:58 - [Epoch=1 | Step=13050/83708 | Samples=4176000] loss=0.9325
05-Feb-26 16:07:58 - ---------Epoch 01 | Training samples: 4176000 | Average Loss: 3.7641
05-Feb-26 16:08:01 - [Epoch=1 | Step=13060/83708 | Samples=4179200] loss=4.8645
05-Feb-26 16:08:01 - ---------Epoch 01 | Training samples: 4179200 | Average Loss: 3.7635
05-Feb-26 16:08:03 - [Epoch=1 | Step=13070/83708 | Samples=4182400] loss=1.8533
05-Feb-26 16:08:03 - ---------Epoch 01 | Training samples: 4182400 | Average Loss: 3.7626
05-Feb-26 16:08:06 - [Epoch=1 | Step=13080/83708 | Samples=4185600] loss=5.4486
05-Feb-26 16:08:06 - ---------Epoch 01 | Training samples: 4185600 | Average Loss: 3.7620
05-Feb-26 16:08:08 - [Epoch=1 | Step=13090/83708 | Samples=4188800] loss=0.9276
05-Feb-26 16:08:09 - ---------Epoch 01 | Training samples: 4188800 | Average Loss: 3.7612
05-Feb-26 16:08:11 - [Epoch=1 | Step=13100/83708 | Samples=4192000] loss=4.8028
05-Feb-26 16:08:11 - ---------Epoch 01 | Training samples: 4192000 | Average Loss: 3.7606
05-Feb-26 16:08:14 - [Epoch=1 | Step=13110/83708 | Samples=4195200] loss=1.9852
05-Feb-26 16:08:14 - ---------Epoch 01 | Training samples: 4195200 | Average Loss: 3.7604
05-Feb-26 16:08:16 - [Epoch=1 | Step=13120/83708 | Samples=4198400] loss=4.7430
05-Feb-26 16:08:16 - ---------Epoch 01 | Training samples: 4198400 | Average Loss: 3.7601
05-Feb-26 16:08:19 - [Epoch=1 | Step=13130/83708 | Samples=4201600] loss=2.3719
05-Feb-26 16:08:19 - ---------Epoch 01 | Training samples: 4201600 | Average Loss: 3.7595
05-Feb-26 16:08:21 - [Epoch=1 | Step=13140/83708 | Samples=4204800] loss=3.8126
05-Feb-26 16:08:21 - ---------Epoch 01 | Training samples: 4204800 | Average Loss: 3.7590
05-Feb-26 16:08:23 - [Epoch=1 | Step=13150/83708 | Samples=4208000] loss=2.3621
05-Feb-26 16:08:23 - ---------Epoch 01 | Training samples: 4208000 | Average Loss: 3.7583
05-Feb-26 16:08:25 - [Epoch=1 | Step=13160/83708 | Samples=4211200] loss=4.8036
05-Feb-26 16:08:25 - ---------Epoch 01 | Training samples: 4211200 | Average Loss: 3.7581
05-Feb-26 16:08:27 - [Epoch=1 | Step=13170/83708 | Samples=4214400] loss=3.3270
05-Feb-26 16:08:27 - ---------Epoch 01 | Training samples: 4214400 | Average Loss: 3.7578
05-Feb-26 16:08:29 - [Epoch=1 | Step=13180/83708 | Samples=4217600] loss=5.5563
05-Feb-26 16:08:29 - ---------Epoch 01 | Training samples: 4217600 | Average Loss: 3.7577
05-Feb-26 16:08:31 - [Epoch=1 | Step=13190/83708 | Samples=4220800] loss=3.0762
05-Feb-26 16:08:31 - ---------Epoch 01 | Training samples: 4220800 | Average Loss: 3.7575
